ID_Caso,Fecha_Deteccion,Proceso_ID,Tipo_Hallazgo_ID,Severidad,Origen_Deteccion,Estado,Fecha_Cierre,Dias_Para_Cierre,Responsable_ID,Costo_Estimado_COP
NC-101104,2022-08-15,P04,T05,Media,Autocontrol,Cerrada,2022-08-21,6,R15,267908
NC-103036,2022-08-15,P01,T04,Alta,Auditoría Interna,Cerrada,2022-08-28,13,R14,651693
NC-101100,2022-08-16,P01,T06,Crítica,Inspección de Calidad,Cerrada,2022-08-24,8,R04,3243751
NC-104903,2022-08-17,P08,T03,Media,Auditoría Externa,Abierta,,,R02,156565
NC-101759,2022-08-17,P06,T04,Baja,Autocontrol,Cerrada,2022-08-23,6,R16,227390
NC-103737,2022-08-18,P03,T01,Crítica,Inspección de Calidad,Abierta,,,R12,746588
NC-100546,2022-08-19,P06,T01,Alta,Auditoría Externa,Cerrada,2022-08-31,12,R11,83608
NC-104789,2022-08-19,P08,T01,Media,Autocontrol,Cerrada,2022-08-28,9,R22,379151
NC-101656,2022-08-21,P08,T02,Alta,Inspección de Calidad,Cerrada,2022-08-27,6,R22,660872
NC-101059,2022-08-21,P02,T03,Alta,Queja de Cliente,Cerrada,2022-08-30,9,R17,332110
NC-101862,2022-08-22,P07,T03,Media,Inspección de Calidad,Cerrada,2022-09-02,11,R21,343365
NC-100720,2022-08-23,P01,T06,Baja,Queja de Cliente,Cerrada,2022-09-06,14,R23,99394
NC-105677,2022-08-23,P07,T05,Media,Inspección de Calidad,Cerrada,2022-08-27,4,R11,549866
NC-101799,2022-08-23,P06,T06,Media,Queja de Cliente,En Tratamiento,,,R18,250318
NC-101610,2022-08-24,P06,T01,Crítica,Auditoría Externa,Cerrada,2022-09-02,9,R19,698947
NC-105139,2022-08-24,P05,T02,Media,Auditoría Interna,En Tratamiento,,,R13,480414
NC-103767,2022-08-24,P06,T03,Media,Autocontrol,Cerrada,2022-09-10,17,R05,1950351
NC-103630,2022-08-25,P05,T06,Media,Inspección de Calidad,Cerrada,2022-09-04,10,R19,485197
NC-105095,2022-08-28,P08,T01,Crítica,Inspección de Calidad,En Tratamiento,,,R08,1618630
NC-102415,2022-08-28,P06,T03,Alta,Auditoría Interna,Abierta,,,R20,414234
NC-105707,2022-08-28,P02,T01,Media,Auditoría Interna,Cerrada,2022-09-06,9,R18,139465
NC-101519,2022-08-28,P05,T03,Media,Auditoría Interna,Cerrada,2022-09-09,12,R14,540351
NC-103834,2022-08-29,P06,T01,Baja,Auditoría Interna,Cerrada,2022-09-10,12,R15,132683
NC-105411,2022-08-30,P04,T02,Crítica,Inspección de Calidad,Cerrada,2022-09-06,7,R17,615830
NC-100955,2022-08-30,P07,T04,Media,Queja de Cliente,Cerrada,2022-09-12,13,R18,116138
NC-105161,2022-08-30,P03,T03,Alta,Autocontrol,Cerrada,2022-09-28,29,R17,384548
NC-105412,2022-08-30,P05,T03,Alta,Auditoría Externa,Cerrada,2022-09-10,11,R08,1396137
NC-102956,2022-08-31,P08,T05,Media,Auditoría Externa,Cerrada,2022-09-21,21,R20,298565
NC-101173,2022-09-01,P07,T02,Crítica,Queja de Cliente,Abierta,,,R20,2538760
NC-105383,2022-09-01,P02,T05,Alta,Inspección de Calidad,Cerrada,2022-09-16,15,R17,593614
NC-103837,2022-09-02,P07,T03,Baja,Queja de Cliente,Cerrada,2022-09-14,12,R14,107666
NC-105120,2022-09-02,P08,T05,Baja,Queja de Cliente,Cerrada,2022-09-11,9,R04,64101
NC-104669,2022-09-02,P07,T01,Baja,Auditoría Externa,En Tratamiento,,,R01,279833
NC-101517,2022-09-03,P01,T06,Media,Auditoría Externa,Cerrada,2022-09-12,9,R19,520240
NC-104474,2022-09-04,P02,T03,Alta,Autocontrol,Cerrada,2022-09-10,6,R02,244737
NC-103628,2022-09-04,P04,T01,Alta,Autocontrol,Cerrada,2022-09-15,11,R22,439336
NC-100484,2022-09-04,P08,T06,Crítica,Queja de Cliente,Cerrada,2022-09-25,21,R12,1305641
NC-102104,2022-09-05,P01,T01,Alta,Queja de Cliente,Cerrada,2022-09-26,21,R11,731632
NC-102242,2022-09-06,P03,T06,Media,Auditoría Interna,Cerrada,2022-09-16,10,R07,759209
NC-105993,2022-09-06,P07,T01,Baja,Autocontrol,Cerrada,2022-09-13,7,R09,225975
NC-105625,2022-09-07,P06,T03,Crítica,Autocontrol,Cerrada,2022-09-11,4,R18,621430
NC-100455,2022-09-09,P08,T02,Baja,Auditoría Interna,Cerrada,2022-09-18,9,R22,143358
NC-103015,2022-09-09,P03,T02,Media,Queja de Cliente,En Tratamiento,,,R19,799076
NC-104845,2022-09-09,P02,T02,Alta,Queja de Cliente,En Tratamiento,,,R01,722447
NC-103615,2022-09-10,P03,T05,Media,Auditoría Interna,Cerrada,2022-09-18,8,R23,522874
NC-102055,2022-09-11,P06,T04,Media,Auditoría Interna,Cerrada,2022-09-17,6,R14,355572
NC-101707,2022-09-11,P02,T04,Baja,Queja de Cliente,Abierta,,,R09,58698
NC-103797,2022-09-11,P02,T06,Alta,Inspección de Calidad,Cerrada,2022-09-20,9,R23,926677
NC-102538,2022-09-12,P07,T02,Alta,Autocontrol,Abierta,,,R22,627505
NC-100948,2022-09-12,P03,T03,Baja,Auditoría Interna,En Tratamiento,,,R19,157542
NC-102891,2022-09-13,P04,T06,Media,Inspección de Calidad,Cerrada,2022-09-23,10,R17,230145
NC-100430,2022-09-17,P06,T05,Alta,Inspección de Calidad,Cerrada,2022-10-17,30,R20,2870346
NC-101712,2022-09-19,P04,T02,Media,Auditoría Externa,En Tratamiento,,,R05,106916
NC-104172,2022-09-19,P07,T06,Media,Autocontrol,Abierta,,,R14,1479111
NC-102851,2022-09-19,P02,T03,Media,Autocontrol,Cerrada,2022-10-14,25,R15,285948
NC-105137,2022-09-20,P03,T01,Baja,Inspección de Calidad,Cerrada,2022-09-25,5,R09,84718
NC-106161,2022-09-21,P04,T02,Media,Auditoría Externa,En Tratamiento,,,R05,956306
NC-102886,2022-09-22,P01,T01,Baja,Auditoría Interna,En Tratamiento,,,R02,281238
NC-100379,2022-09-23,P08,T01,Media,Auditoría Externa,Cerrada,2022-10-15,22,R09,692795
NC-101142,2022-09-23,P08,T06,Baja,Auditoría Externa,Cerrada,2022-10-14,21,R04,57781
NC-101890,2022-09-25,P02,T02,Baja,Autocontrol,Cerrada,2022-09-27,2,R23,405449
NC-104779,2022-09-26,P01,T03,Media,Auditoría Externa,Cerrada,2022-10-06,10,R23,241200
NC-102781,2022-09-27,P08,T03,Baja,Queja de Cliente,En Tratamiento,,,R07,330299
NC-101503,2022-09-27,P04,T04,Media,Autocontrol,Cerrada,2022-10-17,20,R04,318107
NC-105163,2022-09-28,P07,T05,Crítica,Autocontrol,Cerrada,2022-10-10,12,R05,747474
NC-104317,2022-09-29,P03,T05,Baja,Auditoría Externa,Cerrada,2022-10-05,6,R21,290801
NC-102004,2022-09-30,P02,T03,Media,Auditoría Externa,Cerrada,2022-10-15,15,R14,230301
NC-101065,2022-09-30,P07,T01,Baja,Auditoría Externa,Cerrada,2022-10-08,8,R12,183923
NC-102019,2022-10-02,P01,T05,Media,Auditoría Externa,Cerrada,2022-10-10,8,R02,322046
NC-102679,2022-10-02,P07,T05,Baja,Autocontrol,Cerrada,2022-10-14,12,R17,332292
NC-100637,2022-10-02,P05,T01,Alta,Auditoría Externa,En Tratamiento,,,R01,208414
NC-103397,2022-10-02,P04,T02,Media,Auditoría Externa,Cerrada,2022-10-07,5,R11,1104436
NC-100339,2022-10-03,P01,T04,Media,Auditoría Interna,Cerrada,2022-10-06,3,R14,207333
NC-105149,2022-10-03,P06,T06,Media,Autocontrol,Cerrada,2022-10-25,22,R05,610828
NC-105653,2022-10-03,P03,T04,Baja,Queja de Cliente,Cerrada,2022-10-11,8,R02,242289
NC-103071,2022-10-03,P01,T01,Baja,Autocontrol,Cerrada,2022-10-19,16,R17,202866
NC-100122,2022-10-05,P05,T06,Baja,Autocontrol,Cerrada,2022-10-13,8,R21,131043
NC-104255,2022-10-06,P07,T02,Media,Auditoría Interna,Cerrada,2022-10-13,7,R08,280982
NC-104189,2022-10-07,P05,T03,Alta,Autocontrol,Cerrada,2022-10-13,6,R08,890672
NC-106079,2022-10-07,P03,T06,Alta,Auditoría Externa,En Tratamiento,,,R18,851149
NC-102937,2022-10-08,P08,T06,Media,Auditoría Externa,Cerrada,2022-10-17,9,R20,462415
NC-100712,2022-10-08,P06,T04,Media,Inspección de Calidad,En Tratamiento,,,R11,1007218
NC-100092,2022-10-08,P08,T03,Media,Auditoría Interna,Cerrada,2022-10-17,9,R12,323154
NC-101813,2022-10-09,P06,T02,Alta,Autocontrol,Cerrada,2022-10-22,13,R19,985952
NC-104926,2022-10-10,P08,T01,Media,Auditoría Externa,Cerrada,2022-10-23,13,R14,230121
NC-102163,2022-10-10,P02,T03,Media,Autocontrol,Cerrada,2022-10-23,13,R12,1000777
NC-105062,2022-10-11,P05,T02,Media,Inspección de Calidad,Cerrada,2022-10-23,12,R02,353952
NC-105591,2022-10-12,P05,T06,Baja,Auditoría Interna,Cerrada,2022-10-20,8,R02,382595
NC-103148,2022-10-12,P03,T01,Baja,Auditoría Interna,En Tratamiento,,,R18,185997
NC-103624,2022-10-12,P06,T01,Media,Auditoría Interna,Cerrada,2022-10-30,18,R01,516424
NC-100505,2022-10-13,P07,T01,Baja,Auditoría Interna,Cerrada,2022-10-22,9,R05,143011
NC-103175,2022-10-13,P01,T01,Alta,Auditoría Interna,Cerrada,2022-10-19,6,R19,114344
NC-106016,2022-10-16,P05,T04,Alta,Auditoría Interna,Cerrada,2022-10-20,4,R09,282312
NC-104836,2022-10-17,P08,T05,Alta,Auditoría Externa,Cerrada,2022-10-20,3,R13,583195
NC-101112,2022-10-18,P08,T02,Baja,Queja de Cliente,Cerrada,2022-10-27,9,R05,34314
NC-103090,2022-10-18,P01,T06,Alta,Inspección de Calidad,Cerrada,2022-10-31,13,R13,642762
NC-102126,2022-10-23,P08,T02,Alta,Auditoría Interna,Cerrada,2022-10-30,7,R13,1163536
NC-102089,2022-10-23,P01,T02,Baja,Auditoría Externa,Cerrada,2022-10-26,3,R19,442867
NC-103472,2022-10-24,P02,T04,Crítica,Autocontrol,Cerrada,2022-10-26,2,R09,1311317
NC-100516,2022-10-25,P04,T03,Baja,Auditoría Interna,Cerrada,2022-11-11,17,R13,247583
NC-102497,2022-10-25,P06,T05,Media,Inspección de Calidad,En Tratamiento,,,R17,375259
NC-103151,2022-10-25,P07,T04,Alta,Autocontrol,Cerrada,2022-11-13,19,R09,1212714
NC-103126,2022-10-27,P02,T03,Crítica,Autocontrol,Cerrada,2022-11-16,20,R09,176048
NC-104082,2022-10-27,P02,T04,Baja,Auditoría Externa,Cerrada,2022-11-11,15,R07,171137
NC-102643,2022-10-28,P06,T02,Baja,Inspección de Calidad,Cerrada,2022-11-09,12,R14,350722
NC-103551,2022-10-28,P04,T06,Alta,Autocontrol,Cerrada,2022-11-22,25,R22,177743
NC-104361,2022-10-28,P08,T05,Crítica,Auditoría Interna,Cerrada,2022-11-05,8,R17,1263784
NC-100522,2022-10-29,P02,T04,Baja,Inspección de Calidad,Cerrada,2022-11-19,21,R18,28574
NC-104391,2022-10-31,P03,T02,Crítica,Queja de Cliente,En Tratamiento,,,R04,416854
NC-102574,2022-10-31,P06,T04,Alta,Autocontrol,Cerrada,2022-11-22,22,R11,1144002
NC-105280,2022-10-31,P04,T01,Alta,Queja de Cliente,Cerrada,2022-11-05,5,R09,625446
NC-100947,2022-11-01,P04,T06,Media,Inspección de Calidad,Cerrada,2022-11-13,12,R11,215563
NC-102123,2022-11-01,P06,T01,Baja,Auditoría Interna,Cerrada,2022-11-15,14,R07,18470
NC-101237,2022-11-03,P08,T03,Media,Auditoría Interna,Abierta,,,R21,311504
NC-101003,2022-11-03,P04,T06,Alta,Inspección de Calidad,Abierta,,,R08,764424
NC-100731,2022-11-03,P08,T06,Baja,Queja de Cliente,Cerrada,2022-11-17,14,R17,50118
NC-105541,2022-11-03,P06,T01,Alta,Auditoría Interna,Cerrada,2022-11-27,24,R12,621616
NC-104827,2022-11-04,P07,T03,Media,Queja de Cliente,Cerrada,2022-12-02,28,R18,287761
NC-103123,2022-11-05,P08,T01,Crítica,Auditoría Interna,Cerrada,2022-11-13,8,R04,2142169
NC-100666,2022-11-06,P01,T03,Media,Auditoría Externa,En Tratamiento,,,R05,322782
NC-102579,2022-11-06,P03,T02,Baja,Auditoría Interna,Cerrada,2022-11-10,4,R19,195572
NC-104784,2022-11-07,P05,T01,Baja,Queja de Cliente,Cerrada,2022-11-25,18,R05,108096
NC-104437,2022-11-07,P06,T02,Baja,Auditoría Interna,Cerrada,2022-11-09,2,R18,280193
NC-103282,2022-11-07,P01,T04,Alta,Autocontrol,Cerrada,2022-11-14,7,R13,273483
NC-105560,2022-11-10,P02,T02,Media,Auditoría Interna,Cerrada,2022-11-12,2,R09,395380
NC-100033,2022-11-10,P06,T02,Media,Inspección de Calidad,Cerrada,2022-11-25,15,R21,173282
NC-104970,2022-11-11,P01,T02,Alta,Auditoría Interna,En Tratamiento,,,R04,642836
NC-104803,2022-11-12,P02,T03,Alta,Autocontrol,Cerrada,2022-11-20,8,R22,1258724
NC-103848,2022-11-12,P02,T01,Alta,Autocontrol,Cerrada,2022-11-28,16,R02,377589
NC-104171,2022-11-12,P07,T01,Media,Auditoría Interna,Cerrada,2022-11-23,11,R05,517658
NC-101200,2022-11-12,P04,T04,Baja,Auditoría Externa,Cerrada,2022-11-15,3,R05,62816
NC-104496,2022-11-13,P02,T01,Alta,Queja de Cliente,En Tratamiento,,,R16,540993
NC-100549,2022-11-13,P05,T02,Alta,Auditoría Externa,Cerrada,2022-11-19,6,R15,784238
NC-105836,2022-11-14,P05,T02,Crítica,Queja de Cliente,Cerrada,2022-12-01,17,R02,2024631
NC-105604,2022-11-16,P02,T02,Alta,Auditoría Externa,Cerrada,2022-11-22,6,R13,1415434
NC-104381,2022-11-17,P05,T06,Media,Auditoría Externa,Abierta,,,R02,280390
NC-100528,2022-11-17,P06,T06,Baja,Auditoría Externa,Cerrada,2022-11-20,3,R16,25720
NC-105293,2022-11-17,P03,T05,Baja,Auditoría Externa,Cerrada,2022-11-27,10,R08,150935
NC-105702,2022-11-18,P07,T06,Baja,Autocontrol,En Tratamiento,,,R05,73281
NC-100878,2022-11-18,P08,T04,Alta,Inspección de Calidad,Cerrada,2022-12-05,17,R19,1192507
NC-104447,2022-11-19,P07,T02,Baja,Auditoría Interna,Cerrada,2022-11-25,6,R07,107791
NC-103521,2022-11-20,P05,T04,Media,Auditoría Externa,Cerrada,2022-11-30,10,R19,852239
NC-103856,2022-11-20,P01,T01,Media,Inspección de Calidad,Cerrada,2022-11-29,9,R20,531720
NC-103284,2022-11-21,P02,T06,Alta,Autocontrol,Cerrada,2022-12-09,18,R04,1743282
NC-100437,2022-11-22,P08,T06,Media,Inspección de Calidad,Cerrada,2022-12-04,12,R13,303822
NC-105988,2022-11-22,P05,T05,Alta,Auditoría Interna,Cerrada,2022-12-11,19,R19,1087031
NC-103619,2022-11-22,P01,T06,Media,Autocontrol,Cerrada,2022-11-25,3,R09,681789
NC-100213,2022-11-23,P02,T05,Baja,Queja de Cliente,Cerrada,2022-12-01,8,R21,321072
NC-102422,2022-11-23,P08,T02,Crítica,Auditoría Interna,Cerrada,2023-01-01,39,R18,1462943
NC-105439,2022-11-23,P05,T06,Alta,Auditoría Interna,Abierta,,,R21,777422
NC-103901,2022-11-24,P04,T06,Baja,Auditoría Interna,Cerrada,2022-11-30,6,R07,141036
NC-105357,2022-11-25,P01,T05,Alta,Auditoría Externa,Cerrada,2022-12-05,10,R01,479557
NC-103773,2022-11-29,P01,T04,Media,Auditoría Interna,Cerrada,2022-12-07,8,R17,1094705
NC-100370,2022-11-30,P03,T05,Alta,Queja de Cliente,Cerrada,2022-12-18,18,R07,294474
NC-103702,2022-12-01,P04,T02,Media,Inspección de Calidad,En Tratamiento,,,R18,74776
NC-105623,2022-12-01,P02,T06,Baja,Autocontrol,Cerrada,2022-12-09,8,R05,163426
NC-102629,2022-12-01,P03,T05,Alta,Queja de Cliente,Cerrada,2022-12-04,3,R19,627326
NC-101280,2022-12-02,P02,T02,Media,Autocontrol,Cerrada,2022-12-10,8,R11,1391718
NC-101748,2022-12-02,P07,T04,Media,Auditoría Interna,Cerrada,2022-12-20,18,R11,538777
NC-100349,2022-12-02,P01,T03,Media,Queja de Cliente,Cerrada,2022-12-08,6,R04,97494
NC-100554,2022-12-03,P05,T04,Media,Inspección de Calidad,Cerrada,2022-12-07,4,R08,61698
NC-100487,2022-12-04,P08,T04,Alta,Inspección de Calidad,Cerrada,2022-12-06,2,R04,422609
NC-103218,2022-12-04,P06,T05,Media,Auditoría Externa,Cerrada,2022-12-14,10,R17,404354
NC-105094,2022-12-04,P01,T04,Baja,Autocontrol,Abierta,,,R09,27476
NC-103239,2022-12-05,P06,T04,Alta,Autocontrol,Cerrada,2022-12-14,9,R02,263309
NC-104228,2022-12-05,P03,T05,Media,Auditoría Externa,Cerrada,2022-12-19,14,R14,437730
NC-100998,2022-12-06,P05,T06,Media,Inspección de Calidad,Cerrada,2022-12-15,9,R16,295860
NC-101808,2022-12-07,P06,T01,Baja,Inspección de Calidad,Cerrada,2022-12-22,15,R02,9749
NC-103101,2022-12-07,P08,T05,Baja,Inspección de Calidad,Cerrada,2022-12-16,9,R14,220240
NC-103591,2022-12-07,P04,T03,Alta,Autocontrol,Cerrada,2022-12-18,11,R01,630487
NC-103490,2022-12-09,P02,T02,Baja,Auditoría Externa,Cerrada,2022-12-17,8,R11,83475
NC-102844,2022-12-11,P07,T01,Media,Auditoría Externa,Cerrada,2022-12-15,4,R07,135002
NC-104858,2022-12-12,P06,T04,Crítica,Queja de Cliente,Cerrada,2022-12-28,16,R05,651067
NC-106141,2022-12-14,P05,T04,Baja,Queja de Cliente,Cerrada,2022-12-18,4,R08,217440
NC-103006,2022-12-15,P04,T05,Media,Auditoría Interna,Cerrada,2022-12-24,9,R16,558399
NC-102936,2022-12-15,P03,T05,Alta,Autocontrol,Cerrada,2023-01-07,23,R04,1950857
NC-101140,2022-12-16,P03,T06,Baja,Queja de Cliente,Cerrada,2022-12-29,13,R14,265582
NC-105318,2022-12-16,P06,T06,Crítica,Auditoría Interna,En Tratamiento,,,R17,438502
NC-100545,2022-12-16,P08,T04,Alta,Auditoría Externa,Cerrada,2023-01-07,22,R07,749337
NC-103535,2022-12-16,P02,T03,Crítica,Autocontrol,En Tratamiento,,,R17,1989433
NC-106090,2022-12-17,P04,T05,Baja,Autocontrol,Cerrada,2023-01-02,16,R07,62264
NC-100929,2022-12-18,P03,T01,Baja,Inspección de Calidad,Abierta,,,R13,98489
NC-104424,2022-12-18,P03,T04,Baja,Autocontrol,En Tratamiento,,,R14,46382
NC-101848,2022-12-19,P06,T02,Crítica,Inspección de Calidad,Cerrada,2023-01-11,23,R22,1775806
NC-105359,2022-12-19,P02,T05,Baja,Autocontrol,En Tratamiento,,,R22,213495
NC-104663,2022-12-20,P01,T06,Baja,Autocontrol,Cerrada,2022-12-28,8,R16,297347
NC-100783,2022-12-23,P05,T02,Baja,Auditoría Externa,Abierta,,,R07,460083
NC-105471,2022-12-25,P07,T06,Media,Auditoría Externa,Cerrada,2023-01-01,7,R15,286289
NC-101172,2022-12-25,P05,T04,Baja,Inspección de Calidad,Cerrada,2022-12-28,3,R09,325758
NC-102459,2022-12-26,P04,T01,Media,Queja de Cliente,Cerrada,2023-01-04,9,R15,469602
NC-100519,2022-12-26,P01,T01,Crítica,Queja de Cliente,Cerrada,2023-01-09,14,R18,3352093
NC-104213,2022-12-27,P07,T06,Crítica,Auditoría Interna,Cerrada,2023-01-11,15,R13,243052
NC-105783,2022-12-27,P08,T05,Alta,Queja de Cliente,Cerrada,2023-01-06,10,R20,192705
NC-103073,2022-12-27,P04,T01,Baja,Auditoría Interna,Cerrada,2023-01-12,16,R12,56881
NC-105545,2022-12-28,P02,T04,Media,Inspección de Calidad,Cerrada,2023-01-22,25,R05,134853
NC-103363,2022-12-28,P07,T02,Baja,Autocontrol,Cerrada,2023-01-02,5,R07,90005
NC-101559,2023-01-01,P06,T01,Alta,Queja de Cliente,Cerrada,2023-01-03,2,R20,202407
NC-101397,2023-01-01,P02,T01,Alta,Autocontrol,Cerrada,2023-01-11,10,R22,1541313
NC-100001,2023-01-02,P05,T04,Media,Autocontrol,Abierta,,,R20,109412
NC-102053,2023-01-02,P01,T01,Alta,Queja de Cliente,Cerrada,2023-01-14,12,R16,1468354
NC-101471,2023-01-03,P04,T02,Baja,Inspección de Calidad,Cerrada,2023-01-08,5,R09,318992
NC-101077,2023-01-04,P01,T04,Alta,Auditoría Interna,Cerrada,2023-01-11,7,R22,499720
NC-105650,2023-01-04,P02,T01,Alta,Autocontrol,Cerrada,2023-01-10,6,R11,479487
NC-102484,2023-01-04,P04,T01,Media,Auditoría Interna,Cerrada,2023-01-11,7,R11,350594
NC-103833,2023-01-05,P05,T02,Baja,Inspección de Calidad,Cerrada,2023-01-15,10,R07,136535
NC-105710,2023-01-06,P05,T05,Media,Auditoría Interna,Cerrada,2023-01-17,11,R13,552822
NC-104919,2023-01-07,P06,T05,Crítica,Autocontrol,En Tratamiento,,,R12,808737
NC-100924,2023-01-07,P02,T02,Media,Queja de Cliente,Cerrada,2023-01-12,5,R17,198033
NC-105144,2023-01-08,P01,T01,Media,Auditoría Externa,Cerrada,2023-01-17,9,R20,324108
NC-104987,2023-01-09,P03,T01,Baja,Auditoría Interna,Cerrada,2023-01-21,12,R14,231897
NC-104334,2023-01-09,P02,T04,Baja,Auditoría Externa,Cerrada,2023-01-13,4,R04,153583
NC-101324,2023-01-13,P04,T04,Alta,Auditoría Externa,Cerrada,2023-02-20,38,R20,348732
NC-101400,2023-01-14,P01,T03,Media,Queja de Cliente,Cerrada,2023-01-26,12,R20,225169
NC-104029,2023-01-14,P02,T04,Baja,Auditoría Interna,Cerrada,2023-01-23,9,R11,225624
NC-102551,2023-01-15,P07,T04,Alta,Queja de Cliente,Cerrada,2023-01-26,11,R07,1502025
NC-104708,2023-01-17,P07,T01,Media,Auditoría Interna,Cerrada,2023-01-26,9,R02,1151741
NC-102856,2023-01-18,P05,T05,Media,Queja de Cliente,Cerrada,2023-02-13,26,R23,384714
NC-105929,2023-01-18,P06,T03,Alta,Inspección de Calidad,Cerrada,2023-02-01,14,R21,281949
NC-101045,2023-01-21,P03,T03,Alta,Inspección de Calidad,Cerrada,2023-01-31,10,R09,53612
NC-100848,2023-01-21,P08,T02,Baja,Queja de Cliente,Cerrada,2023-01-27,6,R17,297362
NC-105574,2023-01-21,P07,T06,Baja,Autocontrol,Cerrada,2023-02-05,15,R01,332033
NC-104594,2023-01-23,P05,T05,Media,Queja de Cliente,Cerrada,2023-02-23,31,R12,125831
NC-105902,2023-01-23,P01,T02,Baja,Inspección de Calidad,Cerrada,2023-02-03,11,R04,201969
NC-104196,2023-01-25,P05,T06,Media,Inspección de Calidad,Cerrada,2023-02-13,19,R18,400602
NC-104170,2023-01-26,P02,T05,Media,Inspección de Calidad,Abierta,,,R02,259008
NC-103753,2023-01-27,P01,T02,Alta,Auditoría Interna,Cerrada,2023-02-15,19,R13,507989
NC-103750,2023-01-27,P07,T02,Crítica,Auditoría Externa,Cerrada,2023-02-02,6,R08,518751
NC-102924,2023-01-27,P06,T02,Media,Auditoría Externa,Abierta,,,R22,548619
NC-103888,2023-01-28,P08,T04,Alta,Auditoría Interna,Abierta,,,R20,1432243
NC-102399,2023-01-28,P05,T06,Baja,Auditoría Externa,Cerrada,2023-02-10,13,R15,66190
NC-102448,2023-01-29,P06,T06,Baja,Inspección de Calidad,Cerrada,2023-02-04,6,R13,247089
NC-105815,2023-01-31,P05,T04,Alta,Autocontrol,Cerrada,2023-02-10,10,R12,726886
NC-105077,2023-01-31,P08,T02,Baja,Autocontrol,Cerrada,2023-02-13,13,R23,119992
NC-105594,2023-02-01,P06,T06,Media,Inspección de Calidad,Cerrada,2023-02-10,9,R02,791367
NC-102447,2023-02-03,P01,T02,Baja,Autocontrol,Cerrada,2023-02-17,14,R05,264952
NC-103483,2023-02-03,P01,T01,Media,Auditoría Interna,Cerrada,2023-02-04,1,R16,174840
NC-103112,2023-02-04,P01,T02,Baja,Inspección de Calidad,Cerrada,2023-02-26,22,R15,164794
NC-105543,2023-02-05,P04,T01,Baja,Autocontrol,Cerrada,2023-02-18,13,R17,192762
NC-105291,2023-02-06,P01,T03,Baja,Autocontrol,Abierta,,,R17,753922
NC-101582,2023-02-06,P03,T01,Media,Inspección de Calidad,Cerrada,2023-02-24,18,R11,271346
NC-105798,2023-02-07,P07,T06,Media,Auditoría Interna,Cerrada,2023-02-22,15,R02,518324
NC-101641,2023-02-07,P03,T02,Media,Autocontrol,Cerrada,2023-02-17,10,R19,249553
NC-100827,2023-02-08,P05,T05,Crítica,Queja de Cliente,Cerrada,2023-02-10,2,R05,304602
NC-101781,2023-02-08,P03,T03,Alta,Auditoría Interna,Cerrada,2023-02-16,8,R01,961060
NC-100147,2023-02-09,P05,T06,Alta,Queja de Cliente,Cerrada,2023-02-14,5,R01,749382
NC-104511,2023-02-09,P06,T01,Baja,Auditoría Externa,En Tratamiento,,,R02,50275
NC-102133,2023-02-11,P08,T03,Baja,Auditoría Externa,Cerrada,2023-02-14,3,R12,173991
NC-100887,2023-02-12,P08,T06,Alta,Auditoría Interna,Cerrada,2023-02-19,7,R20,658961
NC-101205,2023-02-13,P08,T02,Baja,Queja de Cliente,Cerrada,2023-02-25,12,R16,93067
NC-105712,2023-02-13,P04,T06,Media,Inspección de Calidad,Cerrada,2023-03-01,16,R08,93780
NC-104331,2023-02-14,P04,T06,Media,Inspección de Calidad,Cerrada,2023-03-03,17,R18,310182
NC-102684,2023-02-14,P08,T01,Alta,Autocontrol,Cerrada,2023-03-01,15,R21,1092191
NC-100781,2023-02-15,P06,T01,Alta,Inspección de Calidad,Cerrada,2023-02-26,11,R15,1026163
NC-105462,2023-02-16,P04,T06,Alta,Auditoría Interna,Cerrada,2023-02-18,2,R22,56170
NC-102661,2023-02-17,P07,T02,Crítica,Inspección de Calidad,En Tratamiento,,,R05,101933
NC-102068,2023-02-18,P08,T01,Crítica,Autocontrol,Cerrada,2023-03-20,30,R01,1251527
NC-103353,2023-02-19,P03,T06,Alta,Auditoría Interna,Cerrada,2023-02-23,4,R05,1013141
NC-102742,2023-02-19,P08,T04,Media,Auditoría Interna,Cerrada,2023-03-04,13,R07,551502
NC-104179,2023-02-20,P08,T01,Crítica,Queja de Cliente,Cerrada,2023-03-09,17,R21,1132937
NC-104252,2023-02-26,P07,T03,Alta,Auditoría Interna,Abierta,,,R04,534580
NC-102150,2023-02-27,P08,T04,Alta,Auditoría Interna,En Tratamiento,,,R22,428233
NC-105016,2023-03-01,P02,T03,Media,Queja de Cliente,Cerrada,2023-03-05,4,R12,460267
NC-104596,2023-03-02,P04,T05,Baja,Inspección de Calidad,Cerrada,2023-03-04,2,R14,375994
NC-102446,2023-03-02,P07,T02,Baja,Autocontrol,Cerrada,2023-04-03,32,R11,174167
NC-104597,2023-03-03,P05,T05,Baja,Auditoría Externa,Cerrada,2023-03-18,15,R13,49158
NC-103398,2023-03-05,P02,T01,Alta,Inspección de Calidad,Cerrada,2023-03-16,11,R07,2165324
NC-100499,2023-03-07,P08,T02,Baja,Inspección de Calidad,En Tratamiento,,,R21,162224
NC-104246,2023-03-08,P01,T05,Baja,Inspección de Calidad,Cerrada,2023-03-12,4,R19,118699
NC-100555,2023-03-08,P06,T02,Media,Autocontrol,Cerrada,2023-03-15,7,R20,701147
